turn_index,timestamp,sender,text,joy,warmth,sadness,anger,anxiety,neutral
13,2026-05-19T02:04:45,Миша,может мне тоже поставить..,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
14,2026-05-19T02:05:23,Эвелина,ахахах,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
15,2026-05-19T02:05:43,Эвелина,норм ава,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
16,2026-05-19T02:05:50,Эвелина,свээг,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
17,2026-05-19T02:06:10,Миша,хз,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
18,2026-05-19T02:06:15,Миша,норм разобрал,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
19,2026-05-19T02:06:17,Миша,3 билета кста,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
20,2026-05-19T02:06:19,Миша,из 25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
21,2026-05-19T02:06:22,Миша,ну и это не фул,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
22,2026-05-19T02:06:24,Миша,это норм,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
