turn_index,timestamp,sender,text,joy,warmth,sadness,anger,anxiety,surprise,neutral
205,2026-05-19T14:07:52,Миша,ну в моменте тряска кнш была,0.032799440251237884,0.0017747788620879556,0.04440614653890894,0.03646516266454381,0.010471178446659716,0.029500369859019625,0.844582923377542
206,2026-05-19T14:08:36,Миша,тильтовая,0.03808917210540286,0.006305702371228545,0.0022558559214943116,0.016334512638856425,0.0014139124641652184,0.008210511311327951,0.9273903331875246
207,2026-05-19T14:08:36,Миша,типа я сам к фейкеру пошел на ласт экзе,0.039966402090613036,0.0013936762796390326,0.02932802622078952,0.5082928524667979,0.010806226999386185,0.04991908528476284,0.36029373065801157
208,2026-05-19T14:08:36,Миша,по фану,0.0381943920920217,0.006851937161197626,0.0024423067312584774,0.02011738757328367,0.0017507376353279947,0.007676537648499658,0.9229667011584108
209,2026-05-19T14:09:32,Эвелина,ну это скилл,0.0788790845606097,0.002144141371209592,0.008049905369197238,0.023580672776546078,0.002616837459565746,0.017055235944120947,0.8676741225187506
210,2026-05-19T14:09:36,Эвелина,я бы так не смогла,0.09220329801211652,0.00701572038511222,0.14394487457429256,0.26326249446606054,0.00655174899772071,0.04786123781350967,0.4391606257511878
211,2026-05-19T14:14:38,Эвелина,),0.21603092654523692,0.007680282163921606,0.0028090732056081573,0.00820837654052604,0.0013997781732034834,0.017569108759335754,0.746302454612168
212,2026-05-19T14:14:47,Эвелина,какие планы теперь,0.09522436949850893,0.002509334807212116,0.005536099009299254,0.049060976565401794,0.0016389116027682536,0.13747601946438157,0.7085542890524281
213,2026-05-19T14:16:27,Миша,заснуть хз до вечера,0.17529947882040708,0.001293044186791837,0.04963158307766657,0.11733505521403738,0.00931819016647984,0.16103278159423984,0.4860898669403774
214,2026-05-19T14:16:32,Миша,а вечером домашку в шад дослать,0.013667587657909092,0.005301207539545702,0.016016390346507738,0.048461735786683016,0.00600742034327888,0.00984676082553188,0.9006988975005438
215,2026-05-19T14:16:36,Миша,так как дедл сегодня,0.3620536638666127,0.006565558091115712,0.008849122161797774,0.013438682291149591,0.0015028539671685867,0.03669811212598361,0.5708920074961721
216,2026-05-19T14:16:43,Эвелина,поняв,0.039073554613530424,0.00952349100921816,0.01116680283266305,0.01295102046503219,0.006481195744120834,0.2018969084111841,0.7189070269242511
217,2026-05-19T14:16:46,Миша,мб вообще фул шад закрою вечером,0.033103418029259285,0.003971965248170056,0.045954371179945004,0.46175658461812524,0.008081494517754856,0.027552384230111235,0.41957978217663444
218,2026-05-19T14:16:58,Эвелина,"а там все, конец",0.06366897795176196,0.004532835680218439,0.03249457606710306,0.026782874772657672,0.0026454317899720207,0.022850544694560694,0.8470247590437261
219,2026-05-19T14:17:05,Миша,"меня в кк звали, но я чет не вывезу",0.034342851435553025,0.004339627668886743,0.05368779270633302,0.26917049710750873,0.005716895664561737,0.07660887542908362,0.5561334599880731
220,2026-05-19T14:17:21,Миша,"мне тогда сейчас надо шад делать, а я спал час",0.2291496490030592,0.006518156444800854,0.09170910871789414,0.08061998784482337,0.024958830576227723,0.04003400932682723,0.5270102580863675
221,2026-05-19T14:17:26,Эвелина,ох,0.16289728151775681,0.0034635048784881555,0.01473400337406537,0.06270058795317103,0.015400019395194815,0.3972227778051272,0.34358182507619656
222,2026-05-19T14:17:34,Миша,нуу,0.10782197848323571,0.006970760066004328,0.004498707917089704,0.056365282140054845,0.0013087929259445134,0.03507659042175085,0.78795788804592
